6469_7.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: pos
3301_2.txt: { positive score: 13, negative score: 26.25 }, classification: negative, correct: neg
9589_4.txt: { positive score: 7, negative score: 14.0 }, classification: negative, correct: neg
6737_3.txt: { positive score: 6, negative score: 8.75 }, classification: negative, correct: neg
5413_1.txt: { positive score: 17, negative score: 24.5 }, classification: negative, correct: neg
4048_2.txt: { positive score: 10, negative score: 8.75 }, classification: positive, correct: neg
4280_4.txt: { positive score: 6, negative score: 5.25 }, classification: positive, correct: neg
2063_4.txt: { positive score: 14, negative score: 14.0 }, classification: negative, correct: neg
11268_2.txt: { positive score: 3, negative score: 7.0 }, classification: negative, correct: neg
2518_1.txt: { positive score: 17, negative score: 17.5 }, classification: negative, correct: neg
1765_1.txt: { positive score: 11, negative score: 10.5 }, classification: positive, correct: neg
11162_1.txt: { positive score: 9, negative score: 5.25 }, classification: positive, correct: neg
1595_1.txt: { positive score: 25, negative score: 42.0 }, classification: negative, correct: neg
1245_2.txt: { positive score: 18, negative score: 33.25 }, classification: negative, correct: neg
8081_2.txt: { positive score: 16, negative score: 54.25 }, classification: negative, correct: neg
5185_1.txt: { positive score: 10, negative score: 17.5 }, classification: negative, correct: neg
5321_4.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
5529_4.txt: { positive score: 14, negative score: 14.0 }, classification: negative, correct: neg
5011_4.txt: { positive score: 6, negative score: 7.0 }, classification: negative, correct: neg
8012_4.txt: { positive score: 16, negative score: 17.5 }, classification: negative, correct: neg
4629_2.txt: { positive score: 13, negative score: 8.75 }, classification: positive, correct: neg
3901_4.txt: { positive score: 8, negative score: 3.5 }, classification: positive, correct: neg
7119_2.txt: { positive score: 14, negative score: 22.75 }, classification: negative, correct: neg
2910_3.txt: { positive score: 5, negative score: 22.75 }, classification: negative, correct: neg
6139_2.txt: { positive score: 45, negative score: 106.75 }, classification: negative, correct: neg
8176_4.txt: { positive score: 19, negative score: 19.25 }, classification: negative, correct: neg
4005_2.txt: { positive score: 7, negative score: 14.0 }, classification: negative, correct: neg
12224_4.txt: { positive score: 16, negative score: 19.25 }, classification: negative, correct: neg
5836_2.txt: { positive score: 1, negative score: 8.75 }, classification: negative, correct: neg
1725_1.txt: { positive score: 2, negative score: 21.0 }, classification: negative, correct: neg
4543_2.txt: { positive score: 1, negative score: 8.75 }, classification: negative, correct: neg
6332_4.txt: { positive score: 19, negative score: 15.75 }, classification: positive, correct: neg
9089_3.txt: { positive score: 17, negative score: 22.75 }, classification: negative, correct: neg
7322_3.txt: { positive score: 8, negative score: 7.0 }, classification: positive, correct: neg
3532_2.txt: { positive score: 13, negative score: 7.0 }, classification: positive, correct: neg
11524_2.txt: { positive score: 9, negative score: 22.75 }, classification: negative, correct: neg
256_4.txt: { positive score: 20, negative score: 21.0 }, classification: negative, correct: neg
4552_1.txt: { positive score: 15, negative score: 29.75 }, classification: negative, correct: neg
7590_1.txt: { positive score: 3, negative score: 10.5 }, classification: negative, correct: neg
10715_3.txt: { positive score: 7, negative score: 1.75 }, classification: positive, correct: neg
10752_3.txt: { positive score: 9, negative score: 10.5 }, classification: negative, correct: neg
6192_3.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: neg
10296_1.txt: { positive score: 10, negative score: 10.5 }, classification: negative, correct: neg
9872_1.txt: { positive score: 26, negative score: 35.0 }, classification: negative, correct: neg
6264_3.txt: { positive score: 3, negative score: 5.25 }, classification: negative, correct: neg
8997_2.txt: { positive score: 10, negative score: 22.75 }, classification: negative, correct: neg
6934_3.txt: { positive score: 8, negative score: 5.25 }, classification: positive, correct: neg
707_3.txt: { positive score: 17, negative score: 22.75 }, classification: negative, correct: neg
3307_1.txt: { positive score: 0, negative score: 10.5 }, classification: negative, correct: neg
7528_1.txt: { positive score: 28, negative score: 43.75 }, classification: negative, correct: neg
4662_1.txt: { positive score: 7, negative score: 10.5 }, classification: negative, correct: neg
1638_1.txt: { positive score: 0, negative score: 3.5 }, classification: negative, correct: neg
3454_1.txt: { positive score: 21, negative score: 33.25 }, classification: negative, correct: neg
8138_2.txt: { positive score: 3, negative score: 7.0 }, classification: negative, correct: neg
4858_3.txt: { positive score: 4, negative score: 10.5 }, classification: negative, correct: neg
11351_4.txt: { positive score: 9, negative score: 3.5 }, classification: positive, correct: neg
1212_4.txt: { positive score: 6, negative score: 19.25 }, classification: negative, correct: neg
8174_4.txt: { positive score: 9, negative score: 14.0 }, classification: negative, correct: neg
4043_2.txt: { positive score: 12, negative score: 19.25 }, classification: negative, correct: neg
2014_1.txt: { positive score: 33, negative score: 64.75 }, classification: negative, correct: neg
1265_2.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
5693_1.txt: { positive score: 18, negative score: 19.25 }, classification: negative, correct: neg
11753_1.txt: { positive score: 15, negative score: 10.5 }, classification: positive, correct: neg
2305_3.txt: { positive score: 11, negative score: 40.25 }, classification: negative, correct: neg
10065_1.txt: { positive score: 26, negative score: 57.75 }, classification: negative, correct: neg
6218_1.txt: { positive score: 6, negative score: 24.5 }, classification: negative, correct: neg
11589_1.txt: { positive score: 16, negative score: 17.5 }, classification: negative, correct: neg
12486_1.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
3810_2.txt: { positive score: 15, negative score: 19.25 }, classification: negative, correct: neg
9419_1.txt: { positive score: 6, negative score: 19.25 }, classification: negative, correct: neg
10441_4.txt: { positive score: 1, negative score: 0 }, classification: positive, correct: neg
9389_1.txt: { positive score: 5, negative score: 10.5 }, classification: negative, correct: neg
1620_1.txt: { positive score: 1, negative score: 1.75 }, classification: negative, correct: neg
8788_2.txt: { positive score: 29, negative score: 28.0 }, classification: positive, correct: neg
3836_1.txt: { positive score: 4, negative score: 7.0 }, classification: negative, correct: neg
10795_1.txt: { positive score: 13, negative score: 22.75 }, classification: negative, correct: neg
10163_4.txt: { positive score: 28, negative score: 33.25 }, classification: negative, correct: neg
10124_3.txt: { positive score: 22, negative score: 22.75 }, classification: negative, correct: neg
3858_1.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: neg
10476_2.txt: { positive score: 14, negative score: 15.75 }, classification: negative, correct: neg
3878_1.txt: { positive score: 25, negative score: 42.0 }, classification: negative, correct: neg
2499_3.txt: { positive score: 13, negative score: 10.5 }, classification: positive, correct: neg
2377_4.txt: { positive score: 11, negative score: 7.0 }, classification: positive, correct: neg
757_1.txt: { positive score: 1, negative score: 7.0 }, classification: negative, correct: neg
11251_4.txt: { positive score: 10, negative score: 5.25 }, classification: positive, correct: neg
5923_3.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
7640_4.txt: { positive score: 10, negative score: 12.25 }, classification: negative, correct: neg
10702_1.txt: { positive score: 9, negative score: 3.5 }, classification: positive, correct: neg
10611_3.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
9899_1.txt: { positive score: 4, negative score: 10.5 }, classification: negative, correct: neg
9650_4.txt: { positive score: 24, negative score: 28.0 }, classification: negative, correct: neg
9577_3.txt: { positive score: 12, negative score: 5.25 }, classification: positive, correct: neg
5773_3.txt: { positive score: 22, negative score: 15.75 }, classification: positive, correct: neg
9333_4.txt: { positive score: 16, negative score: 17.5 }, classification: negative, correct: neg
1504_1.txt: { positive score: 4, negative score: 7.0 }, classification: negative, correct: neg
3252_2.txt: { positive score: 5, negative score: 8.75 }, classification: negative, correct: neg
12477_2.txt: { positive score: 9, negative score: 5.25 }, classification: positive, correct: neg
10219_4.txt: { positive score: 2, negative score: 0 }, classification: positive, correct: neg
2462_2.txt: { positive score: 45, negative score: 63.0 }, classification: negative, correct: neg
5478_3.txt: { positive score: 15, negative score: 21.0 }, classification: negative, correct: neg
2863_2.txt: { positive score: 7, negative score: 8.75 }, classification: negative, correct: neg
4613_2.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
3820_1.txt: { positive score: 3, negative score: 15.75 }, classification: negative, correct: neg
6800_4.txt: { positive score: 14, negative score: 8.75 }, classification: positive, correct: neg
12145_4.txt: { positive score: 6, negative score: 19.25 }, classification: negative, correct: neg
9947_3.txt: { positive score: 15, negative score: 10.5 }, classification: positive, correct: neg
9657_4.txt: { positive score: 8, negative score: 5.25 }, classification: positive, correct: neg
7041_1.txt: { positive score: 11, negative score: 12.25 }, classification: negative, correct: neg
2587_3.txt: { positive score: 11, negative score: 17.5 }, classification: negative, correct: neg
1748_1.txt: { positive score: 25, negative score: 36.75 }, classification: negative, correct: neg
3574_1.txt: { positive score: 15, negative score: 17.5 }, classification: negative, correct: neg
5141_1.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: neg
6426_3.txt: { positive score: 23, negative score: 24.5 }, classification: negative, correct: neg
3005_1.txt: { positive score: 1, negative score: 0 }, classification: positive, correct: neg
11622_3.txt: { positive score: 1, negative score: 3.5 }, classification: negative, correct: neg
8923_2.txt: { positive score: 22, negative score: 45.5 }, classification: negative, correct: neg
2206_4.txt: { positive score: 8, negative score: 7.0 }, classification: positive, correct: neg
8731_4.txt: { positive score: 3, negative score: 0 }, classification: positive, correct: neg
307_1.txt: { positive score: 7, negative score: 7.0 }, classification: negative, correct: neg
118_1.txt: { positive score: 18, negative score: 38.5 }, classification: negative, correct: neg
6316_4.txt: { positive score: 8, negative score: 7.0 }, classification: positive, correct: neg
2983_1.txt: { positive score: 10, negative score: 17.5 }, classification: negative, correct: neg
12258_3.txt: { positive score: 15, negative score: 17.5 }, classification: negative, correct: neg
9390_1.txt: { positive score: 3, negative score: 8.75 }, classification: negative, correct: neg
9434_1.txt: { positive score: 4, negative score: 14.0 }, classification: negative, correct: neg
11394_4.txt: { positive score: 7, negative score: 10.5 }, classification: negative, correct: neg
11145_3.txt: { positive score: 0, negative score: 5.25 }, classification: negative, correct: neg
10284_1.txt: { positive score: 16, negative score: 28.0 }, classification: negative, correct: neg
10521_2.txt: { positive score: 6, negative score: 7.0 }, classification: negative, correct: neg
10575_1.txt: { positive score: 5, negative score: 14.0 }, classification: negative, correct: neg
3597_1.txt: { positive score: 4, negative score: 5.25 }, classification: negative, correct: neg
8317_2.txt: { positive score: 8, negative score: 14.0 }, classification: negative, correct: neg
3282_1.txt: { positive score: 7, negative score: 12.25 }, classification: negative, correct: neg
789_1.txt: { positive score: 9, negative score: 7.0 }, classification: positive, correct: neg
1993_4.txt: { positive score: 6, negative score: 10.5 }, classification: negative, correct: neg
6846_1.txt: { positive score: 2, negative score: 5.25 }, classification: negative, correct: neg
4518_2.txt: { positive score: 16, negative score: 29.75 }, classification: negative, correct: neg
1423_1.txt: { positive score: 10, negative score: 19.25 }, classification: negative, correct: neg
1572_3.txt: { positive score: 15, negative score: 17.5 }, classification: negative, correct: neg
4976_1.txt: { positive score: 10, negative score: 10.5 }, classification: negative, correct: neg
5873_3.txt: { positive score: 8, negative score: 10.5 }, classification: negative, correct: neg
10568_4.txt: { positive score: 4, negative score: 5.25 }, classification: negative, correct: neg
2057_1.txt: { positive score: 8, negative score: 10.5 }, classification: negative, correct: neg
6376_2.txt: { positive score: 17, negative score: 29.75 }, classification: negative, correct: neg
8135_1.txt: { positive score: 11, negative score: 12.25 }, classification: negative, correct: neg
6617_3.txt: { positive score: 3, negative score: 7.0 }, classification: negative, correct: neg
5336_4.txt: { positive score: 8, negative score: 10.5 }, classification: negative, correct: neg
8729_4.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
10198_2.txt: { positive score: 9, negative score: 10.5 }, classification: negative, correct: neg
4233_1.txt: { positive score: 13, negative score: 14.0 }, classification: negative, correct: neg
8806_1.txt: { positive score: 3, negative score: 3.5 }, classification: negative, correct: neg
6829_3.txt: { positive score: 16, negative score: 15.75 }, classification: positive, correct: neg
8555_3.txt: { positive score: 0, negative score: 0 }, classification: negative, correct: neg
4642_2.txt: { positive score: 20, negative score: 21.0 }, classification: negative, correct: neg
10777_2.txt: { positive score: 14, negative score: 7.0 }, classification: positive, correct: neg
3630_1.txt: { positive score: 5, negative score: 12.25 }, classification: negative, correct: neg
5785_3.txt: { positive score: 7, negative score: 7.0 }, classification: negative, correct: neg
1777_4.txt: { positive score: 22, negative score: 43.75 }, classification: negative, correct: neg
11288_4.txt: { positive score: 4, negative score: 0 }, classification: positive, correct: neg
10216_1.txt: { positive score: 11, negative score: 8.75 }, classification: positive, correct: neg
8165_2.txt: { positive score: 37, negative score: 38.5 }, classification: negative, correct: neg
12080_3.txt: { positive score: 17, negative score: 19.25 }, classification: negative, correct: neg
10321_1.txt: { positive score: 28, negative score: 61.25 }, classification: negative, correct: neg
12227_1.txt: { positive score: 10, negative score: 14.0 }, classification: negative, correct: neg
4289_1.txt: { positive score: 3, negative score: 1.75 }, classification: positive, correct: neg
1962_1.txt: { positive score: 7, negative score: 14.0 }, classification: negative, correct: neg
5645_3.txt: { positive score: 35, negative score: 35.0 }, classification: negative, correct: neg
3456_1.txt: { positive score: 7, negative score: 10.5 }, classification: negative, correct: neg
6231_2.txt: { positive score: 11, negative score: 8.75 }, classification: positive, correct: neg
11070_1.txt: { positive score: 23, negative score: 29.75 }, classification: negative, correct: neg
4977_4.txt: { positive score: 11, negative score: 0 }, classification: positive, correct: neg
1745_1.txt: { positive score: 20, negative score: 52.5 }, classification: negative, correct: neg
4577_1.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
872_1.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: neg
11462_2.txt: { positive score: 5, negative score: 14.0 }, classification: negative, correct: neg
7400_1.txt: { positive score: 4, negative score: 12.25 }, classification: negative, correct: neg
8598_1.txt: { positive score: 17, negative score: 29.75 }, classification: negative, correct: neg
2912_4.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: neg
5532_4.txt: { positive score: 18, negative score: 14.0 }, classification: positive, correct: neg
6665_1.txt: { positive score: 14, negative score: 10.5 }, classification: positive, correct: neg
10755_4.txt: { positive score: 12, negative score: 10.5 }, classification: positive, correct: neg
4257_1.txt: { positive score: 4, negative score: 0 }, classification: positive, correct: neg
11596_1.txt: { positive score: 9, negative score: 8.75 }, classification: positive, correct: neg
10001_1.txt: { positive score: 17, negative score: 26.25 }, classification: negative, correct: neg
1293_1.txt: { positive score: 12, negative score: 12.25 }, classification: negative, correct: neg
5402_2.txt: { positive score: 13, negative score: 19.25 }, classification: negative, correct: neg
10643_1.txt: { positive score: 1, negative score: 5.25 }, classification: negative, correct: neg
7897_1.txt: { positive score: 6, negative score: 12.25 }, classification: negative, correct: neg
11184_3.txt: { positive score: 12, negative score: 24.5 }, classification: negative, correct: neg
11983_1.txt: { positive score: 13, negative score: 15.75 }, classification: negative, correct: neg
11143_2.txt: { positive score: 7, negative score: 3.5 }, classification: positive, correct: neg
4419_4.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
262_1.txt: { positive score: 11, negative score: 10.5 }, classification: positive, correct: neg
8288_4.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
6121_1.txt: { positive score: 15, negative score: 15.75 }, classification: negative, correct: neg
4707_4.txt: { positive score: 4, negative score: 7.0 }, classification: negative, correct: neg
8326_4.txt: { positive score: 8, negative score: 7.0 }, classification: positive, correct: neg
1893_2.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
8216_2.txt: { positive score: 9, negative score: 10.5 }, classification: negative, correct: neg
369_1.txt: { positive score: 9, negative score: 14.0 }, classification: negative, correct: neg
12343_1.txt: { positive score: 7, negative score: 17.5 }, classification: negative, correct: neg
6746_1.txt: { positive score: 8, negative score: 14.0 }, classification: negative, correct: neg
4171_1.txt: { positive score: 6, negative score: 10.5 }, classification: negative, correct: neg
10704_1.txt: { positive score: 0, negative score: 5.25 }, classification: negative, correct: neg
389_1.txt: { positive score: 9, negative score: 8.75 }, classification: positive, correct: neg
10144_1.txt: { positive score: 3, negative score: 7.0 }, classification: negative, correct: neg
5211_1.txt: { positive score: 3, negative score: 0 }, classification: positive, correct: neg
11466_4.txt: { positive score: 30, negative score: 19.25 }, classification: positive, correct: neg
3857_1.txt: { positive score: 14, negative score: 22.75 }, classification: negative, correct: neg
3398_4.txt: { positive score: 19, negative score: 24.5 }, classification: negative, correct: neg
11304_1.txt: { positive score: 6, negative score: 8.75 }, classification: negative, correct: neg
4151_3.txt: { positive score: 7, negative score: 1.75 }, classification: positive, correct: neg
11834_4.txt: { positive score: 1, negative score: 8.75 }, classification: negative, correct: neg
7127_1.txt: { positive score: 4, negative score: 10.5 }, classification: negative, correct: neg
2976_1.txt: { positive score: 0, negative score: 0 }, classification: negative, correct: neg
1880_4.txt: { positive score: 5, negative score: 10.5 }, classification: negative, correct: neg
9318_3.txt: { positive score: 20, negative score: 24.5 }, classification: negative, correct: neg
8802_1.txt: { positive score: 6, negative score: 5.25 }, classification: positive, correct: neg
1302_1.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
1186_1.txt: { positive score: 9, negative score: 12.25 }, classification: negative, correct: neg
2087_3.txt: { positive score: 5, negative score: 21.0 }, classification: negative, correct: neg
5455_4.txt: { positive score: 10, negative score: 15.75 }, classification: negative, correct: neg
4964_1.txt: { positive score: 6, negative score: 10.5 }, classification: negative, correct: neg
3507_1.txt: { positive score: 4, negative score: 15.75 }, classification: negative, correct: neg
5049_4.txt: { positive score: 4, negative score: 8.75 }, classification: negative, correct: neg
992_1.txt: { positive score: 13, negative score: 19.25 }, classification: negative, correct: neg
7146_1.txt: { positive score: 3, negative score: 5.25 }, classification: negative, correct: neg
680_2.txt: { positive score: 8, negative score: 7.0 }, classification: positive, correct: neg
10295_1.txt: { positive score: 30, negative score: 33.25 }, classification: negative, correct: neg
3489_4.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
7094_2.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
637_3.txt: { positive score: 20, negative score: 15.75 }, classification: positive, correct: neg
9936_1.txt: { positive score: 1, negative score: 3.5 }, classification: negative, correct: neg
5991_2.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
3680_1.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: neg
3225_1.txt: { positive score: 6, negative score: 15.75 }, classification: negative, correct: neg
7487_1.txt: { positive score: 0, negative score: 7.0 }, classification: negative, correct: neg
11728_2.txt: { positive score: 3, negative score: 3.5 }, classification: negative, correct: neg
3871_1.txt: { positive score: 0, negative score: 0 }, classification: negative, correct: neg
3623_1.txt: { positive score: 7, negative score: 12.25 }, classification: negative, correct: neg
10814_1.txt: { positive score: 2, negative score: 10.5 }, classification: negative, correct: neg
9112_3.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
10734_2.txt: { positive score: 16, negative score: 15.75 }, classification: positive, correct: neg
12293_3.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: neg
5938_2.txt: { positive score: 7, negative score: 12.25 }, classification: negative, correct: neg
9351_3.txt: { positive score: 16, negative score: 17.5 }, classification: negative, correct: neg
4818_1.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
68_1.txt: { positive score: 6, negative score: 10.5 }, classification: negative, correct: neg
3879_4.txt: { positive score: 7, negative score: 12.25 }, classification: negative, correct: neg
8735_3.txt: { positive score: 35, negative score: 17.5 }, classification: positive, correct: neg
9942_3.txt: { positive score: 14, negative score: 19.25 }, classification: negative, correct: neg
11999_2.txt: { positive score: 13, negative score: 14.0 }, classification: negative, correct: neg
11412_2.txt: { positive score: 6, negative score: 7.0 }, classification: negative, correct: neg
3055_3.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
12353_2.txt: { positive score: 23, negative score: 22.75 }, classification: positive, correct: neg
1393_1.txt: { positive score: 28, negative score: 57.75 }, classification: negative, correct: neg
9769_3.txt: { positive score: 14, negative score: 10.5 }, classification: positive, correct: neg
614_2.txt: { positive score: 6, negative score: 5.25 }, classification: positive, correct: neg
9297_1.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
1507_1.txt: { positive score: 6, negative score: 7.0 }, classification: negative, correct: neg
5363_3.txt: { positive score: 22, negative score: 33.25 }, classification: negative, correct: neg
4082_4.txt: { positive score: 18, negative score: 22.75 }, classification: negative, correct: neg
8274_1.txt: { positive score: 6, negative score: 15.75 }, classification: negative, correct: neg
4696_2.txt: { positive score: 1, negative score: 5.25 }, classification: negative, correct: neg
874_4.txt: { positive score: 15, negative score: 8.75 }, classification: positive, correct: neg
5249_1.txt: { positive score: 9, negative score: 8.75 }, classification: positive, correct: neg
3002_1.txt: { positive score: 12, negative score: 12.25 }, classification: negative, correct: neg
7857_3.txt: { positive score: 4, negative score: 14.0 }, classification: negative, correct: neg
11369_1.txt: { positive score: 23, negative score: 42.0 }, classification: negative, correct: neg
4411_1.txt: { positive score: 1, negative score: 0 }, classification: positive, correct: neg
3880_1.txt: { positive score: 13, negative score: 15.75 }, classification: negative, correct: neg
5035_1.txt: { positive score: 13, negative score: 14.0 }, classification: negative, correct: neg
647_1.txt: { positive score: 14, negative score: 19.25 }, classification: negative, correct: neg
9895_4.txt: { positive score: 0, negative score: 0 }, classification: negative, correct: neg
4962_4.txt: { positive score: 7, negative score: 14.0 }, classification: negative, correct: neg
8670_3.txt: { positive score: 14, negative score: 3.5 }, classification: positive, correct: neg
11924_4.txt: { positive score: 7, negative score: 3.5 }, classification: positive, correct: neg
3479_3.txt: { positive score: 1, negative score: 0 }, classification: positive, correct: neg
5945_2.txt: { positive score: 10, negative score: 7.0 }, classification: positive, correct: neg
7941_1.txt: { positive score: 4, negative score: 7.0 }, classification: negative, correct: neg
5247_1.txt: { positive score: 3, negative score: 5.25 }, classification: negative, correct: neg
6431_1.txt: { positive score: 10, negative score: 19.25 }, classification: negative, correct: neg
8787_4.txt: { positive score: 19, negative score: 22.75 }, classification: negative, correct: neg
9036_1.txt: { positive score: 8, negative score: 14.0 }, classification: negative, correct: neg
11534_3.txt: { positive score: 12, negative score: 12.25 }, classification: negative, correct: neg
12061_1.txt: { positive score: 9, negative score: 15.75 }, classification: negative, correct: neg
5167_2.txt: { positive score: 10, negative score: 10.5 }, classification: negative, correct: neg
3460_1.txt: { positive score: 12, negative score: 17.5 }, classification: negative, correct: neg
1334_3.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
5795_1.txt: { positive score: 10, negative score: 7.0 }, classification: positive, correct: neg
5147_1.txt: { positive score: 0, negative score: 1.75 }, classification: negative, correct: neg
11023_3.txt: { positive score: 20, negative score: 24.5 }, classification: negative, correct: neg
7779_3.txt: { positive score: 12, negative score: 8.75 }, classification: positive, correct: neg
3024_4.txt: { positive score: 2, negative score: 5.25 }, classification: negative, correct: neg
11113_1.txt: { positive score: 4, negative score: 12.25 }, classification: negative, correct: neg
11890_1.txt: { positive score: 4, negative score: 0 }, classification: positive, correct: neg
9239_4.txt: { positive score: 8, negative score: 10.5 }, classification: negative, correct: neg
1359_2.txt: { positive score: 29, negative score: 42.0 }, classification: negative, correct: neg
12290_2.txt: { positive score: 10, negative score: 5.25 }, classification: positive, correct: neg
10394_1.txt: { positive score: 11, negative score: 10.5 }, classification: positive, correct: neg
89_3.txt: { positive score: 1, negative score: 10.5 }, classification: negative, correct: neg
9103_1.txt: { positive score: 0, negative score: 0 }, classification: negative, correct: neg
10610_1.txt: { positive score: 5, negative score: 8.75 }, classification: negative, correct: neg
5826_3.txt: { positive score: 23, negative score: 29.75 }, classification: negative, correct: neg
1335_4.txt: { positive score: 32, negative score: 45.5 }, classification: negative, correct: neg
2069_4.txt: { positive score: 22, negative score: 17.5 }, classification: positive, correct: neg
3779_1.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
8558_4.txt: { positive score: 8, negative score: 5.25 }, classification: positive, correct: neg
10024_3.txt: { positive score: 34, negative score: 28.0 }, classification: positive, correct: neg
2357_4.txt: { positive score: 22, negative score: 33.25 }, classification: negative, correct: neg
11121_2.txt: { positive score: 7, negative score: 14.0 }, classification: negative, correct: neg
9833_4.txt: { positive score: 15, negative score: 19.25 }, classification: negative, correct: neg
8572_4.txt: { positive score: 9, negative score: 12.25 }, classification: negative, correct: neg
11610_1.txt: { positive score: 8, negative score: 10.5 }, classification: negative, correct: neg
223_3.txt: { positive score: 36, negative score: 43.75 }, classification: negative, correct: neg
5638_2.txt: { positive score: 11, negative score: 19.25 }, classification: negative, correct: neg
1740_3.txt: { positive score: 5, negative score: 8.75 }, classification: negative, correct: neg
10374_3.txt: { positive score: 13, negative score: 12.25 }, classification: positive, correct: neg
4607_4.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: neg
513_1.txt: { positive score: 6, negative score: 12.25 }, classification: negative, correct: neg
4163_1.txt: { positive score: 1, negative score: 5.25 }, classification: negative, correct: neg
741_1.txt: { positive score: 2, negative score: 7.0 }, classification: negative, correct: neg
6286_1.txt: { positive score: 13, negative score: 22.75 }, classification: negative, correct: neg
554_4.txt: { positive score: 7, negative score: 8.75 }, classification: negative, correct: neg
12235_1.txt: { positive score: 13, negative score: 19.25 }, classification: negative, correct: neg
9599_2.txt: { positive score: 31, negative score: 40.25 }, classification: negative, correct: neg
2872_3.txt: { positive score: 24, negative score: 24.5 }, classification: negative, correct: neg
8029_1.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
6501_4.txt: { positive score: 7, negative score: 8.75 }, classification: negative, correct: neg
4460_2.txt: { positive score: 16, negative score: 15.75 }, classification: positive, correct: neg
11092_2.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
6840_1.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
10424_1.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
11985_1.txt: { positive score: 30, negative score: 57.75 }, classification: negative, correct: neg
11160_3.txt: { positive score: 36, negative score: 64.75 }, classification: negative, correct: neg
7856_1.txt: { positive score: 14, negative score: 21.0 }, classification: negative, correct: neg
5863_1.txt: { positive score: 11, negative score: 19.25 }, classification: negative, correct: neg
10481_3.txt: { positive score: 12, negative score: 15.75 }, classification: negative, correct: neg
2372_3.txt: { positive score: 11, negative score: 1.75 }, classification: positive, correct: neg
2178_4.txt: { positive score: 16, negative score: 21.0 }, classification: negative, correct: neg
11406_1.txt: { positive score: 14, negative score: 28.0 }, classification: negative, correct: neg
7292_3.txt: { positive score: 16, negative score: 19.25 }, classification: negative, correct: neg
2916_1.txt: { positive score: 19, negative score: 15.75 }, classification: positive, correct: neg
1852_4.txt: { positive score: 24, negative score: 33.25 }, classification: negative, correct: neg
1013_1.txt: { positive score: 14, negative score: 21.0 }, classification: negative, correct: neg
1932_3.txt: { positive score: 4, negative score: 5.25 }, classification: negative, correct: neg
4563_4.txt: { positive score: 7, negative score: 0 }, classification: positive, correct: neg
8383_1.txt: { positive score: 10, negative score: 21.0 }, classification: negative, correct: neg
2533_2.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: neg
11252_3.txt: { positive score: 5, negative score: 12.25 }, classification: negative, correct: neg
3429_4.txt: { positive score: 37, negative score: 35.0 }, classification: positive, correct: neg
6847_3.txt: { positive score: 27, negative score: 24.5 }, classification: positive, correct: neg
11117_1.txt: { positive score: 11, negative score: 29.75 }, classification: negative, correct: neg
702_1.txt: { positive score: 8, negative score: 14.0 }, classification: negative, correct: neg
8153_2.txt: { positive score: 8, negative score: 15.75 }, classification: negative, correct: neg
6532_2.txt: { positive score: 17, negative score: 21.0 }, classification: negative, correct: neg
4453_4.txt: { positive score: 8, negative score: 7.0 }, classification: positive, correct: neg
8720_1.txt: { positive score: 10, negative score: 15.75 }, classification: negative, correct: neg
2568_3.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
9174_1.txt: { positive score: 9, negative score: 8.75 }, classification: positive, correct: neg
